iso2c,country,year,SE.ADT.LITR.ZS,SH.IMM.MEAS,DT.ODA.ODAT.PC.ZS,EG.USE.ELEC.KH.PC,NY.GDP.PCAP.KD.ZG,iso3c,region,capital,longitude,latitude,income,lending
AF,Afghanistan,2007,,55,186.532997665534,,10.6491838270542,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2008,,59,178.641989525109,,1.04048908467216,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2009,,60,222.608424389785,,17.9510890030022,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2010,,62,224.686403408347,,5.42596784813203,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2011,31.74112,64,231.146881076418,,2.87964757006259,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2012,,59,217.221198269874,,10.7502522104152,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2013,,57,162.378377097367,,-1.36563446748596,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2014,,60,150.959368118098,,-1.86166254090469,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2015,,62,125.655617919278,,-1.82005333848232,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AL,Albania,1960,,,,,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1961,,,,,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1962,,,,,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1963,,,,,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1964,,,,,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1965,,,,,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1966,,,,,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1967,,,,,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1968,,,,,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1969,,,,,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1970,,,,,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1971,,,,532.02843152625,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1972,,,,568.403201603477,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1973,,,,593.446745665183,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1974,,,,591.032643383924,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1975,,,,739.345093272667,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1976,,,,908.67454726938,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1977,,,,1067.81415577833,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1978,,,,1098.48316581368,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1979,,,,1065.76739836628,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1980,,90,,1142.96535512577,,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1981,,90,,1123.96810630449,3.64864854696174,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1982,,93,,1096.87322889453,0.795840071464582,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1983,,96,,1070.69016441863,-1.01680217240643,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1984,,96,,1018.1002875264,-3.30749720294641,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1985,,96,,796.353973775973,-0.290595347809258,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1986,,96,,1420.61479470727,3.61465554380219,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1987,,96,,1161.95167669011,-2.74949637957364,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1988,,96,1.76938430517933,1005.93953033667,-3.26252233364258,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1989,,96,3.20327837263545,1021.39350044285,6.92361728372855,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1990,,88,3.36219649710851,552.252184819181,-11.1879052985211,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1991,,80,101.613510510317,418.45358899715,-29.1632714937896,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1992,,87,126.158016580645,453.64407387777,-6.63551868480839,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1993,,76,83.8723051281153,536.363825095196,10.2707861269954,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1994,,90,50.8490006035786,596.407959255952,8.96687738965227,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1995,,91,56.6537757890748,663.783995402449,14.0020242198048,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1996,,92,71.5396588356245,904.346640328557,9.78018045411709,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1997,,95,53.4355097273719,694.664802792381,-10.278461363455,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1998,,89,85.8997676224936,734.849913537668,9.69704598752166,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1999,,85,157.032763355891,1414.70378393053,14.2223169168867,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2000,,95,102.89647840566,1449.64741324695,7.34863862991841,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2001,98.71298,95,87.7499409347119,1351.23079642883,8.95808771575206,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2002,,96,100.740410552571,1578.16591882688,4.54440573481823,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2003,,93,114.919121362698,1469.26453867857,6.16998247012415,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2004,,96,99.4205697571045,1797.52548696885,6.15227448678199,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2005,,97,104.626053507785,1722.07284972507,6.26327558741018,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2006,,95,108.282342766881,1218.36014605619,6.09829160875834,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2007,,97,103.915230114844,1213.12436932179,6.70333782581854,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2008,95.93864,98,123.78728564381,1617.7441562046,8.35829775136199,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2009,,97,121.973589240582,1835.68407241763,4.04882151957054,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2010,,99,125.323504361967,1943.34335385842,4.22616090713089,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2011,96.8453,99,130.62118033385,2205.70392004668,2.82624869099899,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2012,97.24697,98,120.383353887962,2118.32777605579,1.58763457005261,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2013,,99,93.254376717562,2533.25282927106,1.29541482220171,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2014,,98,97.3242915450603,2309.36650255581,2.01099219497642,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2015,,97,116.037647754732,,2.88918343021523,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
DZ,Algeria,1960,,,31.9149280424216,,,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1961,,,38.3967921041374,,-15.7262892019573,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1962,,,34.0140971636556,,-21.6450996343411,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1963,,,23.521635465797,,31.0079451306028,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1964,,,18.5296483319331,,3.16386255376599,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1965,,,11.5807837077388,,3.422966538786,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1966,,,9.77791905205032,,-7.39612193359014,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1967,,,8.06038730745098,,6.38817729038428,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1968,,,8.70246159395832,,7.65083933970926,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1969,,,9.27785183122864,,5.36643222428638,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1970,,,8.39929308756254,,5.82800727383621,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1971,,,8.08750791855861,133.08726560749,-13.7622258752039,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1972,,,7.1730072777735,142.029446007773,23.9685857812682,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1973,,,7.91487044010704,157.80387623013,1.00617792339639,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1974,,,7.89863405270832,169.630136751065,4.56600426242272,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1975,,,14.0803522679469,194.504802443268,2.14096734431224,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1976,,,8.45654327435471,218.728779745296,5.35310442009462,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1977,,,7.30065894170462,231.710422005786,2.28385696414068,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1978,,,10.4484182855062,277.284735623555,6.08367866271209,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1979,,,5.90807590374399,312.673883538093,4.33591765826426,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1980,,,10.6093196636728,328.322141473282,-2.21654996647567,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1981,,,8.37709660571899,361.267618628152,-0.129456185192822,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1982,,,6.54655702860379,403.631448571303,3.1316469696047,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1983,,,4.39413652226046,415.012250869583,2.15985601152748,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1984,,,5.52575190853798,438.661938581574,2.38980067748375,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1985,,68,7.62876560900172,463.708413201243,0.6116305109678,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1986,,67,7.19969199620399,482.374630786129,-2.51751777511861,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1987,,73,8.92427958862771,452.673577447047,-3.5091435044619,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1988,,81,6.99347562970152,478.986797547705,-3.71175235390912,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1989,,82,6.26383935938356,519.010619822761,1.6464153120219,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1990,,83,12.7989079500148,528.434936105991,-1.74678553105628,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1991,,85,7.9523756747911,529.405205456331,-3.58853185644202,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1992,,86,13.7886282281353,556.63690357717,-0.547389545763338,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1993,,87,11.7435744048884,545.01759304842,-4.23219325913098,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1994,,88,10.4184247986223,548.087629004649,-2.91256612108488,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1995,,89,10.2316963380325,557.079781006963,1.85342379286139,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1996,,90,10.4340440607839,567.704750009478,2.30508724484577,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1997,,92,8.29428632449219,572.927769310097,-0.508245295794012,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1998,,84,13.840773646075201,615.577695636288,3.54478628722399,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,1999,,83,4.48487732066317,649.783899966498,1.75801110930067,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2000,,80,6.41233261265676,680.195974430198,2.42787570092847,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2001,,83,6.29460106754991,705.934793364669,1.67647584390853,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2002,69.8735,81,5.81715056762225,727.612643532377,4.27945302656055,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2003,,84,7.38314986454864,783.032358774422,5.85052083343234,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2004,,81,9.6545665121871,800.704307891519,2.94323229638962,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2005,,83,10.4354554105379,886.914576373772,4.45275223556874,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2006,72.64868,91,7.12536579004358,858.934010580582,0.210971674065448,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2007,,92,11.5163010134438,890.814352714554,1.79919689594792,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2008,75.13605,88,9.31793854486347,943.755743391953,0.71395280057726,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2009,,92,8.52625179891817,863.085973626393,-0.101599761844327,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2010,,95,5.57206995573935,1012.69083578198,1.76368201792268,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2011,,95,5.25128520011022,1118.50880991021,0.930355172850184,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2012,,95,3.92164723452129,1231.97009240867,1.32110930629577,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2013,,95,5.30588497294186,1272.29602403971,0.696353666587115,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2014,,95,4.10908684723281,1356.26455370835,1.73328090359048,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
DZ,Algeria,2015,,95,2.21335886600584,,1.7902539648546,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
AS,American Samoa,1960,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1961,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1962,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1963,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1964,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1965,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1966,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1967,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1968,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1969,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1970,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1971,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1972,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1973,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1974,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1975,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1976,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1977,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1978,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1979,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1980,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1981,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1982,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1983,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1984,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1985,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1986,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1987,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1988,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1989,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1990,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1991,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1992,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1993,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1994,,,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
